,submitdate_0,startlanguage_0,seed_0,startdate_0,socio1_0,rse1_0,edu2_0,rse3_0,soft2can_0,soft1can_0,open1de_0,rse4de_0,ukrse1_0,org1can_0,org1cz_0,org1swiss_0,org2can[SQ001]_0,org2can[SQ002]_0,org2can[SQ003]_0,org2can[SQ004]_0,org2can[SQ005]_0,org2can[other]_0,ukrse12sa_0,org3us_0,org4us_0,org5us_0,org3nord[1]_0,org3nord[2]_0,org3nord[3]_0,org3nord[4]_0,org3nord[5]_0,org3nord[6]_0,org3nord[7]_0,org3nord[other]_0,org4nord[1]_0,org4nord[2]_0,org4nord[3]_0,org4nord[4]_0,org4nord[5]_0,org4nord[6]_0,org4nord[7]_0,org4nord[8]_0,org4nord[9]_0,org4nord[10]_0,org4nord[other]_0,currentEmp1_0,currentEmp1[other]_0,currentEmp1qde_0,currentEmp1qde[other]_0,currentEmp1qswiss_0,currentEmp1qswiss[other]_0,currentEmp1nl_0,currentEmp1nl[other]_0,currentEmp11qcl_0,currentEmp11qcl[other]_0,currentEmp1qzaf_0,currentEmp11qzaf_0,currentEmp20deqde_0,currentEmp20deqde[other]_0,currentEmp20qus_0,currentEmp20qus[other]_0,currentEmp21deqde_0,currentEmp22deqde_0,currentEmp22deqde[other]_0,currentEmp23deqde_0,currentEmp23deqde[other]_0,currentEmp24deqde_0,currentEmp24deqde[other]_0,prevEmp1_0,prevEmp1[other]_0,prevEmp1qde_0,prevEmp1qde[other]_0,prevEmp1nl_0,prevEmp1nl[other]_0,prevEmp1qswiss_0,prevEmp1qswiss[other]_0,currentEmp5_0,currentEmp6_0,currentEmp60_0,currentEmp12_0,currentEmp10_0,currentEmp10[other]_0,currentEmp11_0,currentEmp13[1]_0,currentEmp13[2]_0,currentEmp13[3]_0,currentEmp13[4]_0,currentEmp13[5]_0,currentEmp13[6]_0,currentEmp13[7]_0,currentEmp13[8]_0,currentEmp13[9]_0,currentEmp13[10]_0,currentEmp13[11]_0,currentEmp13[12]_0,currentEmp13[13]_0,currentEmp13[14]_0,currentEmp13[15]_0,currentEmp13[16]_0,currentEmp13[17]_0,currentEmp13[other]_0,likert0[1]_0,likert0[2]_0,likert0[3]_0,likert0[4]_0,likert0[5]_0,likert1[1]_0,likert1[2]_0,likert1[3]_0,likert1[4]_0,likert1[5]_0,likert3a[SQ001]_0,likert3b[SQ001]_0,likert4a[1]_0,likert4b[1]_0,likert4b[2]_0,likert4c[1]_0,likert4c[2]_0,likert4c[3]_0,likert5b[1]_0,likert5b[2]_0,likert5b[3]_0,likert5a[1]_0,likert5a[2]_0,likert5a[3]_0,turnOver3[SQ001]_0,turnOver3zaf[1]_0,turnOver3zaf[2]_0,turnOver3zaf[3]_0,turnOver3zaf[4]_0,turnOver3zaf[5]_0,turnOver3zaf[6]_0,turnOver3zaf[7]_0,turnOver3zaf[8]_0,turnOver3zaf[9]_0,org3de_0,org4de[1]_0,org4de[2]_0,org4de[3]_0,org4de[4]_0,org4de[5]_0,org4de[6]_0,org4de[7]_0,org4de[8]_0,org4de[9]_0,org4de[10]_0,org4de[other]_0,org5de_0,org5de[other]_0,org6de[1]_0,org6de[2]_0,org6de[3]_0,org6de[4]_0,org6de[5]_0,org6de[6]_0,org6de[7]_0,org6de[other]_0,org7de_0,turnOver4zaf[1]_0,turnOver4zaf[2]_0,turnOver4zaf[3]_0,turnOver4zaf[4]_0,turnOver4zaf[other]_0,currentWork2_0,currentWork1_0,currentWork2qcl[1]_0,currentWork2qcl[2]_0,currentWork2qcl[3]_0,currentWork2qcl[4]_0,currentWork2qcl[other]_0,paper3mod_0,conf1can_0,conf2can_0,ref1uk_0,currentWork3nord_0,proj1can_0,stability1_0,stability2_0,proj8can_0,proj7can_0,proj4can[SQ001]_0,proj4can[SQ002]_0,proj4can[SQ003]_0,proj4can[SQ004]_0,proj4can[SQ006]_0,proj4can[SQ005]_0,proj4can[other]_0,proj5zaf[SQ001]_0,proj5zaf[SQ003]_0,proj5zaf[SQ004]_0,proj5zaf[SQ002]_0,proj5zaf[SQ005]_0,proj5zaf[other]_0,proj6zaf[1]_0,proj6zaf[2]_0,proj6zaf[3]_0,proj6zaf[4]_0,proj6zaf[5]_0,proj6zaf[6]_0,proj6zaf[7]_0,proj6zaf[8]_0,proj6zaf[9]_0,proj6zaf[10]_0,proj6zaf[11]_0,proj6zaf[other]_0,proj5can_0,proj5can[other]_0,train2_0,train4qzaf_0,train3_0,train4_0,train5[1]_0,train5[2]_0,train5[3]_0,train5[4]_0,train5[5]_0,train5[6]_0,train5[other]_0,fund3[1]_0,fund3[2]_0,fund3[3]_0,fund3[4]_0,fund3[5]_0,fund3[6]_0,fund3[7]_0,fund3[other]_0,fund1can_0,fund1can[other]_0,fund3qnl_0,fund1uk_0,fund1nord_0,tool5[SQ003]_0,tool5[SQ004]_0,tool5[SQ005]_0,tool5[SQ006]_0,tool5[SQ007]_0,tool5[SQ009]_0,tool5[other]_0,tool5can[1]_0,tool5can[2]_0,tool5can[3]_0,tool5can[4]_0,tool5can[5]_0,tool5can[6]_0,tool5can[7]_0,tool5can[8]_0,tool5can[9]_0,tool5can[other]_0,tool2_0,tool2[other]_0,tool4can[SQ001]_0,tool4can[SQ002]_0,tool4can[SQ003]_0,tool4can[SQ004]_0,tool4can[SQ005]_0,tool4can[SQ006]_0,tool4can[SQ007]_0,tool4can[SQ008]_0,tool4can[SQ009]_0,tool4can[SQ010]_0,tool4can[SQ011]_0,tool4can[SQ012]_0,tool4can[SQ013]_0,tool4can[SQ014]_0,tool4can[SQ015]_0,tool4can[SQ016]_0,tool4can[SQ017]_0,tool4can[SQ018]_0,tool4can[SQ019]_0,tool4can[SQ020]_0,tool4can[SQ021]_0,tool4can[SQ022]_0,tool4can[SQ023]_0,tool4can[SQ024]_0,tool4can[SQ025]_0,tool4can[SQ026]_0,tool4can[SQ027]_0,tool4can[SQ028]_0,tool4can[SQ029]_0,tool4can[SQ030]_0,tool4can[SQ031]_0,tool4can[SQ032]_0,tool4can[SQ033]_0,tool4can[SQ034]_0,tool4can[SQ035]_0,tool4can[SQ036]_0,tool4can[other]_0,ukrse3[1]_0,ukrse3[2]_0,ukrse3[3]_0,ukrse3[4]_0,ukrse3[5]_0,ukrse3[6]_0,ukrse3[other]_0,skillNord_0,skill2[SQ001]_0,skill2[SQ002]_0,skill2[SQ003]_0,genAI1_0,genAI2[1]_0,genAI2[2]_0,genAI2[3]_0,genAI2[4]_0,genAI2[5]_0,genAI2[6]_0,genAI2[other]_0,genAI3[1]_0,genAI3[2]_0,genAI3[3]_0,genAI3[4]_0,genAI3[5]_0,genAI3[6]_0,genAI3[7]_0,genAI3[other]_0,genAI4[SQ001]_0,genAI5[1]_0,genAI5[2]_0,genAI5[3]_0,genAI6_0,socio3_0,row_id,Year_0,likert2a[1]_0,likert2a[2]_0,open1can[SQ001]_0,likert2b[SQ001]_0,paper2mod[1]_0,paper2mod[2]_0,paper2mod[3]_0,paper2mod[4]_0,paper2mod[5]_0,currentEmp2q_0,edu1_0
198,2026-01-23 11:30:29,en,1207816988,2026-01-23 11:20:43,United Kingdom,True,Mathematical sciences,4,False,10,False,False,True,,,,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Deputy Leader of the Research Software Group and Principal Research Software Engineer,False,,Full Time,Permanent,,,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,,20%,20%,20%,0% (None at all),40%,40%,0% (None at all),20%,0% (None at all),40%,Agree,Agree,Neither agree or disagree,,,,,,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,True,,False,,1-4,4-5,True,,,False,True,True,False,True,False,,False,True,False,False,False,,False,False,False,True,True,False,False,False,False,False,False,,,,3-5,,,False,,,,,,,,True,True,False,False,False,False,False,,,,,False,,True,False,False,False,False,False,,,,,,,,,,,,GNU/Linux,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,,,,,,Rarely (a few times a year),False,False,False,True,True,False,,False,False,False,False,False,True,False,,It will not significantly change demand for RSEs roles,Same,Same,Decrease,Remembering that they are a tool not a black box solution - 'human in the loop' (https://www.phoronix.com/news/LLVM-Human-In-The-Loop),Prefer not to say,2026_198,2026,5.0,3.0,4.0,,2.0,,4.0,3.0,,University of Birmingham,PhD
199,,en,1240024804,2026-01-23 11:58:53,United Kingdom,False,Engineering and technology,,False,5,True,False,True,,,,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_199,2026,,,,,,,,,,,PhD
200,2026-01-23 12:50:46,en,97307282,2026-01-23 12:26:05,Finland,True,Physical sciences,5 - Mostly other people,True,12,True,False,False,True,,,False,True,False,True,False,,,,,,True,True,False,False,False,False,False,,False,False,True,False,True,False,False,True,False,True,,National laboratory,,,,,,,,,,,,,,,,,,,,,,,National laboratory,,,,,,,,Senior scientist,True,Scientific software developer,Full Time,Permanent,,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,100% (All my time),0% (None at all),0% (None at all),0% (None at all),0% (None at all),100% (All my time),0% (None at all),0% (None at all),0% (None at all),0% (None at all),Agree,Agree,,Neither agree or disagree,Agree,,,,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Very unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Same researcher(s),True,False,False,False,"Researchers in our field of research, no matter which country",True,True,,,"Yes, it came naturally with the job",1-4,2-3,True,True,,False,False,True,False,True,False,Early adopters provide feedback,False,True,False,False,False,,False,False,True,True,True,True,False,False,False,False,False,,,,1-2,,,False,,,,,,,,False,True,True,False,False,False,False,,,,,,False,False,False,False,True,False,False,,,,,,,,,,,,Windows,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,"Yes, as long as there is a high chance I will use it as part of my work",,,,Never,,,,,,,,,,,,,,,,It will increase demand for RSE roles,Same,Same,Same,reading/writing,45 to 54 years,2026_200,2026,4.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,,PhD
201,,en,2048890200,2026-01-23 12:35:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_201,2026,,,,,,,,,,,
202,2026-01-23 13:06:33,en,775195498,2026-01-23 12:51:57,Germany,True,Mathematical sciences,5 - Mostly other people,True,15+,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,,,,,,,,,,,,,,Alfred Wegener Institute for Polar and Marine Research,,,,,,,,,Other,abroad (NASA),,,,,Wissenschaftlicher Mitarbeiter,,,Full Time,Permanent,,,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,20%,40%,20%,20%,,20%,40%,20%,20%,,Neither agree or disagree,Neither agree or disagree,,,,Neither agree or disagree,Agree,Agree,Agree,Disagree,Strongly disagree,,,,,,,,,,,,,,"No, I don't see any demand/benefit",False,False,False,True,False,False,True,True,False,False,,A decentralized network of regional hubs without a central institution,,True,False,True,False,True,False,False,,,,,,,,False,Regularly change researcher(s),,,,,,True,True,"EGU, AGU, plus plenty of other Earth-science related events",,,1-4,,False,False,1.0,False,False,True,False,False,False,,False,True,False,True,False,,False,False,False,True,True,False,False,False,False,False,False,,No formal methodology,,1-2,,local university training,True,True,True,False,False,False,False,,True,True,True,False,False,False,False,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,macOS,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,,,,,Never,,,,,,,,,,,,,,,,It will not significantly change demand for RSEs roles,Same,Same,Same,,45 to 54 years,2026_202,2026,4.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,,Promotion/PhD
203,2026-01-23 13:38:46,en,570833078,2026-01-23 13:22:52,Netherlands,True,Physical sciences,5 - Mostly other people,True,4,True,True,True,,,,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,University,,,,Coordinator,False,,Full Time,Permanent,,,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,20%,0% (None at all),80%,0% (None at all),20%,20%,20%,40%,20%,0% (None at all),,,Agree,,,,,,Neither agree or disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,False,,,,0,,,,,False,False,False,False,True,False,,False,True,False,False,False,,False,False,False,True,True,False,False,False,False,False,False,,,,0,,"Software Carpentry, CodeRefinery, local training, ",True,False,True,False,False,True,False,,True,False,False,False,False,False,False,,,,,,,False,False,False,True,False,False,,,,,,,,,,,,Windows,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,,software design,consultancy,,Monthly,True,True,False,False,False,True,,True,False,False,False,False,True,False,,It will not significantly change demand for RSEs roles,Increase,Same,Decrease,,35 to 44 years,2026_203,2026,5.0,3.0,4.0,4.0,1.0,3.0,5.0,3.0,1.0,Delft University of Technology,PhD
204,2026-01-23 13:47:26,en,657155225,2026-01-23 13:38:42,Romania,True,Languages and linguistics,5 - Mostly other people,True,15+,True,False,False,True,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Specialized engineer,True,Research Software Engineer,Full Time,Fixed-term,,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,,80%,20%,,,,80%,20%,,,,Strongly Agree,Agree,Agree,,,,,,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,deRSE 2025,,,5-9,,,,,False,False,True,False,False,False,,False,True,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,,,,0,,,False,,,,,,,,True,True,False,False,False,False,False,,,,,,,False,False,False,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,,HPC with Rust,embedded with Rust,WASM,Never,,,,,,,,,,,,,,,,,,,,,55 to 64 years,2026_204,2026,5.0,5.0,5.0,,,,3.0,,,,Doctoral or equivalent level
205,2026-01-23 13:57:41,en,1977859759,2026-01-23 13:41:45,Germany,True,Languages and linguistics,1,True,15+,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,,,,,,,,,,,,,,German Aerospace Center,,,,,,,,,University,,,,,,wissenschaftlicher Mitarbeiter,False,,Full Time,Fixed-term,,3.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,40%,40%,0% (None at all),0% (None at all),20%,60%,60%,0% (None at all),0% (None at all),20%,Neither agree or disagree,Agree,,,,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Neither agree or disagree,,,,,,,,,,,,,,"Yes, I see some demand",False,False,True,True,True,True,True,False,False,True,"Whatever de-RSE doesn't do, unless the two orgs merge at some point.",A central institute with several fixed locations,,True,True,False,True,True,False,False,"Again, whatever de-RSE doesn't do.","Secure long-term funding, model itself STRONGLY after the SSI (taking into account German peculiarities, e.g., federalism), offer long(er)-term jobs for its officers.",,,,,,False,Same researcher(s),,,,,,True,True,"Different RSE conferences & related workshops, SE4Science, invited talks at some international workshops",,,5-9,1,False,False,0.0,False,False,True,False,True,False,,False,True,False,False,False,,False,True,True,True,True,False,True,False,False,False,False,Forgejo,No formal methodology,,3-5,,"Carpentries, institutional training",False,,,,,,,,True,False,True,False,False,False,False,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Shell (bash),False,True,False,True,False,False,,,time management,Rust,process modeling and mining,Weekly,True,True,False,False,False,False,,True,True,False,False,False,True,False,"Continue, OLlama",It will not significantly change demand for RSEs roles,Increase,Same,Decrease,"code review, code review, code review, time management, data privacy, resilience against hypes",45 to 54 years,2026_205,2026,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,,Masters Degree
206,2026-01-23 14:30:28,en,1511764928,2026-01-23 13:47:49,United Kingdom,True,Computer science,4,True,15+,True,True,True,,,,True,True,False,True,False,Ability to promulgate best practices and influence policy through joint action,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Director of Collaborations,False,,Full Time,Permanent,,,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,True,RSE,0% (None at all),20%,80%,0% (None at all),0% (None at all),20%,20%,60%,,,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,"ACM PEPM, project workshops, internal events",False,,1-4,2-3,True,,,False,False,True,False,True,False,Users provide feedback,False,True,False,False,False,,False,False,False,True,False,False,False,True,False,False,False,,,,0,,"Software Carpentry, local university training",False,,,,,,,,True,True,False,False,True,False,False,,,,,True,,False,True,False,True,False,False,,,,,,,,,,,,macOS,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,,False,True,False,True,False,True,,,,,,Never,,,,,,,,,,,,,,,,It will not significantly change demand for RSEs roles,,Same,Same,,35 to 44 years,2026_206,2026,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,University College London (UCL),PhD
207,,en,116766963,2026-01-23 14:05:54,Germany,True,Physical sciences,1,False,11,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_207,2026,,,,,,,,,,,Masters Degree
208,,en,147179247,2026-01-23 14:23:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_208,2026,,,,,,,,,,,
209,2026-01-23 14:50:05,en,1237007440,2026-01-23 14:28:39,United Kingdom,True,Physical sciences,3,True,3,True,False,True,,,,True,False,False,False,True,Mentoring,,,,,,,,,,,,,,,,,,,,,,,,Non-profit organization,,,,,,,,,,,,,,,,,,,,,,,This is my first job,,,,,,,,Research Software Engineer,False,,Full Time,Permanent,,,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,False,True,,60%,20%,0% (None at all),20%,20%,60%,20%,0% (None at all),20%,20%,Strongly Agree,Agree,Strongly Agree,,,,,,Strongly Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,,I don't know what this means,,1-4,2-3,False,,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,False,True,False,True,False,False,False,,,,1-2,,,False,,,,,,,,True,False,False,False,False,False,False,,,,,False,,True,True,False,True,False,True,,,,,,,,,,,,macOS,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,True,False,,,Working with Gen AI usefully,Better understanding of hardware,Confidence,Daily,True,True,False,False,False,False,,True,False,False,False,False,True,False,,It will not significantly change demand for RSEs roles,Increase,Decrease,Same,"How to review of AI generated code, which models to use and when and why (i.e how to choose).",25 to 34 years,2026_209,2026,5.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,,Masters Degree
210,2026-01-23 15:19:17,en,97860817,2026-01-23 14:29:23,Germany,True,Biological sciences,2,False,6,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,,,,,,,,,,,,,,Helmholtz-Zentrum Hereon,,,,,,,,,University,,,,,,Researcher,True,Postdoc,Full Time,Fixed-term,,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ecology and Environment,20%,60%,20%,0% (None at all),20%,20%,80%,,0% (None at all),0% (None at all),Disagree,Neither agree or disagree,,,,Agree,Agree,Agree,Agree,Neither agree or disagree,Disagree,,,,,,,,,,,,,,"Yes, I see urgent/high demand",False,False,False,False,True,False,True,False,True,True,,A combination of a central institution and decentralized partners,,True,False,False,True,False,True,False,,,,,,,,False,Same researcher(s),,,,,,False,True,Ecological Modelling conference,,,1-4,2-3,False,True,20.0,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,True,False,False,False,False,False,False,,No formal methodology,,0,,,False,,,,,,,,True,True,True,False,False,False,False,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,True,,,Communication ,,,Weekly,True,True,False,False,False,True,,True,True,False,False,False,True,False,,It will increase demand for RSE roles,Increase,Same,Same,Understanding the objectives of the development.,35 to 44 years,2026_210,2026,5.0,5.0,5.0,4.0,1.0,,,5.0,1.0,,Promotion/PhD
211,2026-01-23 14:50:18,en,1212603277,2026-01-23 14:38:08,Switzerland,True,Engineering and technology,5 - Mostly other people,True,2,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,,,University,,Systems Specialist,True,HPC Specialist,Full Time,Fixed-term,,2.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,60%,0% (None at all),20%,0% (None at all),20%,80%,0% (None at all),20%,0% (None at all),0% (None at all),Neither agree or disagree,Disagree,Neither agree or disagree,,,,,,Strongly disagree,Strongly disagree,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,True,RSE Conferences,,,1-4,2-3,False,False,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,True,False,False,True,False,False,False,,,,0,,,False,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,,Stakeholder Management Skills,Communication Skills,Using efficiently AI tools and technologies,Weekly,False,False,False,False,False,True,,True,True,False,True,True,True,False,,It will reduce demand for RSE roles,,Decrease,Decrease,"Understanding the context and the domain the code will be used for. In software engineering, there is no one-size-fits-all (my honest opinion)",35 to 44 years,2026_211,2026,,,1.0,1.0,5.0,1.0,1.0,1.0,1.0,Ecole polytechnique fédérale de Lausanne EPFL,
212,2026-01-23 14:50:55,en,1650087938,2026-01-23 14:41:43,Switzerland,True,Engineering and technology,3,True,7,True,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,,Software Developer,True,Research software engineer,Full Time,Permanent,,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,60%,0% (None at all),20%,20%,,60%,0% (None at all),40%,0% (None at all),0% (None at all),Strongly Agree,Agree,Strongly Agree,,,,,,Disagree,Disagree,Agree,,,,Very unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,"ESA Living Planet Symposium, FOSS4G",,,5-9,1,False,False,,False,False,True,False,False,False,,False,True,False,False,False,,False,False,True,True,True,False,False,False,False,False,False,,,,5-10,,,False,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,,False,True,True,True,False,False,,,Project management,Project resilience to personnal shifts,,Daily,True,False,True,True,True,True,,False,True,False,False,True,False,False,,,Increase,Same,Increase,"Programming,Skepticism",25 to 34 years,2026_212,2026,4.0,2.0,5.0,1.0,3.0,1.0,3.0,4.0,1.0,,
213,,en,1331027105,2026-01-23 14:49:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_213,2026,,,,,,,,,,,
